id1,id2,votes
1,3,12
1,21,11
1,745,9
1,1695,5
1,111213,4
1,344,4
1,1677,4
1,1929,3
1,11054,3
1,1479,2
2,583,44
2,656,34
2,642,26
2,23390,14
2,564,12
2,1474,12
2,736,12
2,70,8
2,16765,8
2,116778,7
3,1,12
3,745,8
3,11054,8
3,4632,6
3,1929,6
3,70801,4
3,1373,2
3,5627,2
3,1649,2
3,731,2
4,81,11
4,72467,6
4,104,4
4,418,4
4,126287,3
4,3321,3
4,17465,3
4,1471,2
4,5060,2
4,11061,2
7,25300,6
7,1303,6
7,78477,5
7,988,5
7,25730,4
7,7075,4
7,13,3
7,8586,3
7,51,3
7,8300,3
8,102,9
8,271,4
8,86,3
8,52185,3
8,50587,3
8,36,3
8,33,2
8,190,2
8,886,2
8,3097,2
9,3031,8
9,396,5
9,10,4
9,106,4
9,119,4
9,98578,3
9,24457,3
9,27,3
9,14,2
9,893,2
10,128,6
10,551,5
10,108,5
10,9,4
10,1102,3
10,16739,3
10,418,3
10,32229,2
10,68053,2
10,133,2
11,75989,16
11,13,16
11,32,11
11,86337,7
11,13492,7
11,26,6
11,12,6
11,598,4
11,24,4
11,53,3
12,113138,11
12,53,8
12,583,8
12,3438,6
12,11,6
12,39,6
12,1045,5
12,278,5
12,86337,5
12,13,5
13,598,26
13,11,16
13,26,12
13,16765,12
13,7887,11
13,42,6
13,122663,6
13,14790,6
13,44485,6
13,12,5
14,598,13
14,3438,3
14,32,2
14,9,2
14,44485,2
14,114548,2
14,41,1
14,14036,1
14,509,1
14,12,1
15,16,9
15,616,2
15,598,2
15,14790,2
15,26,2
15,10960,1
15,14922,1
15,665,1
15,4780,1
15,10345,1
16,15,9
16,31499,9
16,615,8
16,110,4
16,671,3
16,3214,2
16,421,2
16,815,2
16,430,2
16,744,2
17,443,5
17,37705,4
17,1774,3
17,1814,3
17,1271,3
17,42451,3
17,18,3
17,877,2
17,907,2
17,8039,2
18,320,11
18,91,4
18,1802,3
18,1039,3
18,17,3
18,84559,3
18,899,2
18,102,2
18,10330,2
18,1027,1
19,513,2
19,40,2
19,425,1
19,367,1
19,27,1
19,99,1
19,8341,1
19,7429,1
19,573,1
19,125448,1
20,9711,6
20,13245,4
20,54,3
20,21,3
20,29447,2
20,2895,2
20,1320,1
20,614,1
20,653,1
20,12,1
21,1649,18
21,5802,13
21,100128,12
21,1,11
21,5627,10
21,1101,7
21,9711,6
21,8967,6
21,93180,5
21,584,5
22,40,7
22,656,5
22,41,4
22,5664,3
22,658,3
22,12,2
22,703,2
22,704,2
22,513,2
22,473,2
23,676,3
23,92149,2
23,42,2
23,48,2
23,184,2
23,446,1
23,14787,1
23,1061,1
23,135496,1
23,1631,1
24,3031,14
24,13492,10
24,25,9
24,908,6
24,5113,6
24,1709,6
24,583,5
24,11,4
24,1349,4
24,12,3
25,24,9
25,3031,8
25,14790,8
25,3438,4
25,100035,3
25,96792,3
25,23390,2
25,3099,2
25,48151,2
25,1652,2
26,13,12
26,75989,10
26,7887,9
26,53,7
26,113138,7
26,14790,6
26,11,6
26,100128,4
26,3438,4
26,122663,4
27,9,3
27,1951,3
27,974,2
27,99,2
27,764,2
27,297,2
27,784,1
27,500,1
27,3933,1
27,448,1
28,29,7
28,3731,4
28,1802,4
28,145,4
28,3715,4
28,35573,4
28,420,3
28,17904,3
28,125857,3
28,10442,2
29,1802,8
29,28,7
29,3715,5
29,475,2
29,30,2
29,1267,2
29,392,2
29,164,2
29,30079,2
29,17596,1
30,57,20
30,633,11
30,350,11
30,2921,8
30,1271,5
30,422,4
30,54779,4
30,877,4
30,30315,3
30,10960,3
31,591,14
31,1398,6
31,3378,4
31,3458,4
31,99801,3
31,1031,2
31,1329,2
31,52587,2
31,60095,2
31,21323,2
32,11,11
32,42,5
32,13492,4
32,86337,3
32,6612,3
32,906,2
32,14,2
32,134,2
32,19983,2
32,598,2
33,118,3
33,35,2
33,109,2
33,8,2
33,1139,1
33,4428,1
33,554,1
33,3230,1
33,103487,1
33,1524,1
34,11203,1
35,33,2
35,106,2
35,329,2
35,1555,1
35,1248,1
35,101,1
35,320,1
35,8735,1
35,271,1
35,1228,1
36,106,5
36,94,4
36,86,3
36,190,3
36,8,3
36,92,3
36,508,3
36,1932,2
36,1118,1
36,11107,1
37,411,5
37,1978,4
37,102,4
37,8,2
37,618,2
37,772,2
37,11107,2
37,101,1
37,98,1
37,157,1
38,91941,2
38,4119,2
38,11896,2
38,128,1
38,341,1
38,1859,1
38,30755,1
38,106,1
38,21167,1
38,11843,1
39,12,6
39,25,2
39,3438,2
39,703,2
39,4612,1
39,648,1
39,3099,1
39,9268,1
39,11330,1
40,22,7
40,19,2
40,338,2
40,56529,2
40,41,1
40,6314,1
40,173,1
40,906,1
40,219,1
40,5627,1
41,22,4
41,12,3
41,25,2
41,20208,1
41,14,1
41,50,1
41,53,1
41,74,1
41,908,1
41,3099,1
42,13,6
42,32,5
42,12,4
42,2845,3
42,871,3
42,7887,3
42,19983,2
42,11,2
42,44347,2
42,111996,2
43,47,4
43,35243,4
43,51,3
43,11652,3
43,49,3
43,8300,2
43,52,2
43,7864,2
43,7,2
43,75989,1
44,1414,8
44,10010,6
44,20242,5
44,44347,4
44,70345,3
44,7749,3
44,3537,2
44,14154,2
44,36413,2
44,39883,2
45,430,6
45,31499,6
45,16,4
45,421,4
45,818,4
45,671,3
45,41535,2
45,34905,1
45,67019,1
45,20038,1
47,75989,7
47,5664,6
47,43,4
47,12,3
47,10010,3
47,3008,3
47,13,3
47,988,2
47,39883,2
47,8586,2
48,900,3
48,962,3
48,23,2
48,616,2
48,572,2
48,302,2
48,1061,2
48,4480,2
48,57,1
48,460,1
49,8300,5
49,11652,4
49,43,3
49,633,3
49,3350,2
49,12648,1
49,7200,1
49,9033,1
49,6310,1
49,74,1
50,872,3
50,3539,3
50,326,3
50,869,2
50,908,2
50,53,2
50,25,2
50,105,1
50,14790,1
50,25588,1
51,657,7
51,35243,5
51,915,4
51,11652,4
51,43,3
51,1511,3
51,5651,3
51,7,3
51,27587,2
51,1221,2
52,1511,2
52,8795,2
52,43,2
52,49,1
52,13896,1
52,20,1
52,1217,1
52,7864,1
52,13897,1
52,35243,1
53,12,8
53,26,7
53,3006,4
53,136,3
53,10010,3
53,11,3
53,113138,3
53,50,2
53,278,2
53,401,1
54,20,3
54,3163,2
54,420,2
54,117328,2
54,5802,2
54,92,2
54,106,2
54,190,2
54,689,2
54,3097,2
55,3468,4
55,14236,3
55,6164,2
55,10874,2
55,738,1
55,76,1
55,1526,1
55,10578,1
55,176,1
55,2916,1
57,483,22
57,30,20
57,606,10
57,762,3
57,820,3
57,619,2
57,2459,2
57,13171,2
57,112700,2
57,391,2
58,820,6
58,3329,2
58,926,2
58,1171,1
58,19111,1
58,2698,1
58,878,1
58,3715,1
58,10818,1
58,1914,1
62,1202,1
65,4060,1
65,1931,1
65,3557,1
66,1505,1
67,19074,2
67,10890,1
67,2436,1
67,35061,1
68,3946,2
68,35013,1
68,3036,1
68,730,1
68,23052,1
69,165,1
69,3665,1
69,3127,1
69,12423,1
69,5723,1
69,8606,1
69,3052,1
70,2,8
70,44485,4
70,10376,3
70,106733,2
70,39281,2
70,67615,2
70,13801,2
70,595,2
70,736,2
70,86981,1
71,107,4
71,157,3
71,4228,2
71,5060,2
71,1978,2
71,45976,1
71,31,1
71,80,1
71,591,1
71,4392,1
72,706,1
73,8586,3
73,10249,2
73,74,2
73,2977,1
73,16791,1
73,28535,1
73,12,1
73,513,1
73,21452,1
73,496,1
74,1933,2
74,10010,2
74,35243,2
74,43,1
74,41,1
74,1722,1
74,3986,1
74,4614,1
74,3438,1
74,49,1
75,744,2
75,729,1
75,110,1
75,16,1
75,18321,1
75,430,1
75,12137,1
75,39335,1
75,42263,1
76,10578,2
76,16922,2
76,55,1
76,4011,1
76,863,1
76,14614,1
76,117954,1
76,10874,1
77,106,3
77,1660,1
77,83,1
77,907,1
77,90,1
77,71,1
77,67397,1
77,84,1
77,54,1
78,11939,1
78,710,1
78,10,1
78,551,1
78,975,1
78,1268,1
78,1724,1
78,1893,1
78,68053,1
79,974,11
79,923,10
79,12837,4
79,21525,4
79,2538,3
79,929,3
79,11896,3
79,5284,3
79,514,3
79,23091,2
80,106,2
80,71,1
80,107,1
80,119,1
80,101,1
80,117,1
80,4607,1
80,7728,1
80,1371,1
81,4,11
81,104,4
81,11061,4
81,107796,1
81,3008,1
81,78523,1
81,75929,1
81,58141,1
81,418,1
81,1766,1
83,21,2
83,824,2
83,826,2
83,655,2
83,448,2
83,923,2
83,2156,1
83,84,1
83,2611,1
83,199,1
84,676,3
84,21525,2
84,923,2
84,79,2
84,1146,2
84,77,1
84,1490,1
84,306,1
84,83,1
84,157,1
85,104,12
85,3082,4
85,13001,3
85,160,2
85,587,2
85,97699,2
85,13634,1
85,1362,1
85,371,1
85,413,1
86,36,3
86,8,3
86,306,2
86,106,2
86,21525,2
86,84,1
86,1113,1
87,1859,3
87,133,1
87,16739,1
87,5113,1
87,5454,1
87,105084,1
88,107,1
88,11620,1
89,1594,1
89,4354,1
89,26099,1
90,5255,3
90,10270,2
90,710,1
90,107,1
90,1365,1
90,108,1
90,18222,1
90,77,1
90,456,1
90,19432,1
91,18,4
91,766,4
91,165,3
91,3694,3
91,3665,2
91,3381,1
91,829,1
91,5256,1
91,308,1
91,51115,1
92,119,4
92,554,3
92,36,3
92,24457,3
92,8908,2
92,54,2
92,101,2
92,655,2
92,396,2
92,190,1
94,36,4
94,1804,2
94,513,1
94,1528,1
94,2145,1
94,552,1
94,46,1
94,438,1
94,40813,1
94,54,1
97,107,6
97,78649,1
97,325,1
97,446,1
97,110,1
98,99,2
98,115730,2
98,457,1
98,3498,1
98,37,1
98,11728,1
98,10149,1
98,107,1
98,3980,1
98,14770,1
99,21,3
99,3866,3
99,13558,2
99,27,2
99,98,2
99,101,2
99,3522,1
99,746,1
99,1465,1
99,5430,1
101,429,3
101,329,3
101,414,3
101,106,2
101,554,2
101,956,2
101,92,2
101,320,2
101,10386,2
101,99,2
102,8,9
102,411,7
102,8157,7
102,320,6
102,14236,5
102,37,4
102,2923,4
102,5255,4
102,106,4
102,80907,4
103,3715,2
103,610,2
103,10776,1
103,164,1
103,30,1
103,58,1
103,2686,1
103,5901,1
103,2699,1
103,3329,1
104,85,12
104,21676,9
104,119161,6
104,17051,5
104,105399,4
104,4,4
104,81,4
104,46258,4
104,3468,4
104,81467,3
105,5664,4
105,676,3
105,24,2
105,13492,2
105,12,2
105,25,2
105,588,1
105,1102,1
105,11961,1
105,40085,1
106,320,6
106,36,5
106,102,4
106,118,4
106,9,4
106,77,3
106,190,3
106,271,2
106,35,2
106,54,2
107,71,4
107,755,3
107,933,3
107,572,2
107,110,2
107,40865,1
107,463,1
107,6424,1
107,9832,1
107,501,1
108,10,5
108,918,2
108,9,1
108,27,1
108,90,1
108,907,1
108,573,1
108,4623,1
108,309,1
108,133,1
109,118,2
109,33,2
109,113,1
109,538,1
109,107,1
109,500,1
110,16,4
110,446,3
110,107,2
110,755,2
110,671,1
111,3414,1
112,14073,1
112,736,1
113,133,2
113,107,1
113,1406,1
113,9210,1
113,109,1
113,19109,1
113,25322,1
113,14550,1
113,1325,1
113,10,1
114,9,2
114,982,2
114,908,2
114,8299,1
114,4650,1
114,14922,1
114,102335,1
116,8456,1
116,580,1
116,23718,1
117,8456,4
117,80,1
117,580,1
117,80533,1
118,106,4
118,33,3
118,102,3
118,109,2
118,104,1
118,5775,1
118,26021,1
118,7144,1
118,8583,1
118,10,1
119,9,4
119,92,4
119,24457,3
119,306,2
119,80,1
119,216,1
119,464,1
119,554,1
119,106,1
119,7857,1
124,4,1
124,1440,1
124,11061,1
124,3321,1
124,110771,1
125,324,1
125,976,1
126,19135,1
127,92,1
128,10,6
128,551,3
128,322,2
128,1193,1
128,21,1
128,38,1
128,1464,1
128,1893,1
128,975,1
128,32151,1
130,1061,1
130,1414,1
130,792,1
130,30,1
130,7269,1
132,1045,1
133,918,3
133,500,2
133,113,2
133,689,2
133,1097,2
133,1236,2
133,297,2
133,10,2
133,9,2
133,87,1
134,136,3
134,26,2
134,32,2
134,326,2
134,6032,1
134,14036,1
134,3407,1
134,14,1
134,7265,1
134,10796,1
136,134,3
136,53,3
136,22,2
136,11,2
136,410,1
136,500,1
136,3438,1
136,8341,1
136,3565,1
136,326,1
140,11416,1
141,496,1
142,564,12
142,12586,8
142,584,6
142,5293,5
142,24836,3
142,33031,2
142,221,2
142,8446,2
142,1649,2
142,11434,2
143,3306,1
143,1406,1
143,3326,1
143,8990,1
143,958,1
144,446,1
145,3731,6
145,67019,5
145,28,4
145,28393,3
145,9711,3
145,45143,2
145,1741,2
145,2976,2
145,1735,2
145,644,2
149,72467,9
149,1409,5
149,564,4
149,1400,3
149,1133,3
149,768,3
149,1470,3
149,664,2
149,98270,2
149,13723,2
151,5227,1
152,1904,1
152,4539,1
152,336,1
152,14335,1
152,14545,1
152,58027,1
156,1412,3
156,11553,2
156,618,1
156,8,1
156,102,1
156,1237,1
156,21614,1
156,20843,1
156,4832,1
156,411,1
157,71,3
157,877,3
157,610,3
157,411,3
157,899,2
157,1563,1
157,102,1
157,84,1
157,17996,1
157,929,1
158,1102,3
158,8585,2
158,41697,2
158,826,2
158,11089,2
158,17541,2
158,635,2
158,1508,1
158,5775,1
158,35255,1
160,339,2
160,85,2
160,8482,2
160,17,1
160,615,1
160,30,1
160,413,1
160,4368,1
160,12395,1
160,23,1
162,573,1
162,1542,1
162,19154,1
163,7631,1
163,11438,1
163,35573,1
164,3715,4
164,3378,3
164,15718,3
164,19111,3
164,7342,2
164,10776,2
164,820,2
164,29,2
164,1838,1
164,30315,1
165,91,3
165,766,2
165,983,1
165,5767,1
165,69,1
165,3127,1
165,3665,1
165,5723,1
165,17134,1
165,1757,1
167,700,1
167,595,1
167,553,1
169,9711,1
170,297,2
170,407,2
170,1162,2
170,5090,2
170,1702,2
170,7532,2
170,14127,1
170,10378,1
170,171,1
170,1250,1
171,170,1
171,24557,1
173,40,1
173,15087,1
173,1059,1
173,6642,1
174,1059,1
176,738,1
176,1623,1
176,27615,1
176,107,1
176,55,1
176,18019,1
177,71,1
181,267,1
181,11952,1
182,384,1
182,4421,1
182,3986,1
182,377,1
182,401,1
184,23,2
184,571,1
186,20762,1
186,3633,1
187,3091,1
187,4513,1
187,3554,1
187,188,1
187,20762,1
187,3633,1
187,8295,1
188,3554,1
188,187,1
188,562,1
188,20762,1
188,3633,1
190,411,3
190,36,3
190,106,3
190,102,3
190,8,2
190,54,2
190,117328,2
190,92,1
190,1267,1
190,1867,1
191,2924,1
191,11493,1
194,1515,1
196,2953,1
199,6262,2
199,83,1
199,912,1
199,405,1
199,1325,1
199,102343,1
201,698,1
201,44933,1
206,698,1
209,19279,2
209,7989,1
209,250,1
209,8522,1
209,212,1
209,1110,1
209,11956,1
209,26140,1
209,8015,1
212,823,1
212,209,1
214,72431,1
216,119,1
216,1023,1
216,698,1
219,3438,4
219,584,3
219,15205,3
219,24692,2
219,49865,2
219,401,2
219,18619,2
219,20,1
219,24705,1
219,114406,1
221,142,2
221,432,2
221,11,1
221,656,1
221,564,1
221,15537,1
221,14413,1
221,113138,1
222,267,1
222,2111,1
222,2,1
222,984,1
223,11956,1
223,3044,1
229,13102,3
229,14440,2
229,82947,2
229,17927,2
229,30603,2
229,7181,2
229,970,2
229,25598,1
229,142,1
229,3438,1
230,241,1
230,807,1
237,892,1
241,892,1
241,113,1
241,230,1
246,7342,1
246,20424,1
246,14388,1
246,921,1
248,10356,1
248,1669,1
248,3665,1
248,11862,1
248,11283,1
248,7130,1
248,55,1
248,469,1
248,7572,1
249,54817,2
249,2921,1
249,48,1
249,1417,1
249,389,1
249,3993,1
249,962,1
249,19984,1
249,779,1
249,878,1
250,209,1
250,3418,1
251,281,1
251,17,1
251,8652,1
255,902,1
257,19171,1
257,309,1
257,17069,1
257,107,1
257,49611,1
258,8734,1
258,3842,1
258,14841,1
259,1536,1
259,3189,1
267,486,4
267,564,3
267,674,2
267,13801,2
267,4624,2
267,24,2
267,1517,2
267,21111,1
267,338,1
267,1133,1
269,3116,1
269,84,1
269,102,1
269,778,1
269,5245,1
269,10908,1
269,106,1
269,562,1
269,786,1
271,8,4
271,423,3
271,3446,2
271,3474,2
271,106,2
271,306,2
271,854,2
271,508,2
271,610,2
271,471,1
276,1450,1
277,918,1
277,1984,1
277,3866,1
278,12,5
278,45665,2
278,595,2
278,53,2
278,17237,1
278,19135,1
278,2,1
278,11,1
278,547,1
278,14582,1
281,9152,1
281,2459,1
281,11551,1
281,1626,1
284,892,1
284,3189,1
284,90,1
284,79085,1
285,1202,2
287,583,1
287,11350,1
287,17902,1
295,107,1
295,446,1
296,958,2
296,19154,2
296,297,1
296,2965,1
296,1508,1
296,735,1
296,65319,1
296,24705,1
296,108782,1
297,27,2
297,170,2
297,133,2
297,296,1
297,908,1
298,6871,1
298,3980,1
299,357,1
299,20959,1
302,48,2
302,572,1
302,23,1
302,1061,1
303,562,1
304,671,3
304,4281,1
304,21761,1
304,36885,1
304,16681,1
304,22986,1
304,446,1
304,57015,1
304,1032,1
304,10,1
305,7,1
305,355,1
305,4957,1
305,17851,1
306,86,2
306,119,2
306,271,2
306,84,1
306,1237,1
306,3682,1
306,106,1
306,119656,1
308,47549,2
308,443,2
308,8039,2
308,3127,1
308,18979,1
308,1162,1
308,1802,1
308,4805,1
308,11589,1
308,18977,1
309,10,1
309,257,1
309,108,1
314,756,1
314,891,1
314,7363,1
314,4011,1
316,1581,2
316,1367,1
316,58,1
316,28,1
316,127120,1
317,460,1
318,19007,1
318,88991,1
318,4108,1
318,21856,1
318,26079,1
318,27317,1
318,815,1
318,3288,1
319,160,1
319,1031,1
320,18,11
320,106,6
320,102,6
320,411,4
320,75989,4
320,22044,3
320,11782,2
320,1237,2
320,1068,2
320,101,2
322,128,2
322,2683,1
322,1893,1
322,509,1
322,7066,1
322,102,1
322,1859,1
324,125,1
324,586,1
324,7778,1
324,429,1
324,4109,1
324,37,1
324,14997,1
325,1086,1
325,621,1
325,671,1
325,16,1
325,18542,1
326,50,3
326,869,3
326,32337,2
326,134,2
326,988,1
326,14588,1
326,40167,1
326,13,1
326,1570,1
326,5593,1
328,7024,1
329,101,3
329,2923,3
329,411,2
329,35,2
329,30,1
329,5362,1
329,414,1
329,3242,1
329,3678,1
329,4425,1
330,392,1
330,1270,1
330,1802,1
330,1896,1
330,820,1
330,4016,1
330,3378,1
330,22546,1
330,13463,1
332,2459,1
332,28,1
332,3359,1
336,32779,8
336,6853,6
336,915,6
336,39883,6
336,8586,5
336,106809,4
336,12269,4
336,6812,4
336,661,3
336,3608,2
338,24,3
338,5210,3
338,5801,2
338,5701,2
338,3031,2
338,40,2
338,10524,1
338,10960,1
338,556,1
338,42579,1
339,838,4
339,160,2
339,5926,2
339,44,1
339,1735,1
339,1741,1
339,1752,1
339,3082,1
339,3084,1
339,3537,1
341,783,1
341,38,1
341,676,1
343,96792,1
343,5113,1
343,16878,1
343,24,1
343,922,1
343,7416,1
343,1063,1
343,32,1
344,1,4
344,21,3
344,443,2
344,933,2
344,936,2
344,1067,1
344,83,1
344,5491,1
344,25,1
344,541,1
346,3408,1
347,744,2
347,420,1
347,421,1
347,3987,1
347,88639,1
347,41893,1
348,1244,3
348,738,3
348,973,2
348,3330,1
348,1610,1
348,6430,1
348,23165,1
348,30101,1
348,39505,1
348,73923,1
350,30,11
350,422,3
350,483,2
350,19846,1
350,1077,1
350,12394,1
350,674,1
350,778,1
350,1271,1
350,1444,1
354,41769,1
355,305,1
355,11652,1
356,3031,2
356,29651,2
356,3522,1
356,467,1
356,373,1
356,8456,1
356,534,1
356,7343,1
356,11850,1
356,9,1
357,299,1
357,5413,1
358,3392,1
362,460,1
362,19580,1
362,381,1
362,483,1
362,7749,1
362,863,1
362,6962,1
362,18528,1
362,30175,1
364,956,1
364,439,1
364,4,1
364,4453,1
364,35313,1
366,773,2
366,7247,2
366,11734,2
366,23419,2
366,886,2
366,3097,2
366,4660,1
366,273,1
366,698,1
366,26570,1
367,19,1
369,1893,1
369,484,1
369,10,1
369,551,1
369,128,1
370,268,1
371,104,2
371,85,1
371,1362,1
371,11779,1
371,11593,1
371,2629,1
371,16315,1
371,587,1
371,81467,1
371,63183,1
372,496,1
372,10347,1
372,43525,1
373,556,3
373,703,2
373,658,2
373,1800,1
373,79,1
373,562,1
373,923,1
373,1740,1
373,976,1
373,1047,1
375,107908,2
375,49,1
375,1754,1
375,10354,1
375,7,1
375,19156,1
375,118158,1
375,6911,1
377,182,1
377,1408,1
378,3496,1
378,455,1
378,500,1
378,1208,1
379,740,2
379,20266,2
379,1132,1
379,28743,1
379,1479,1
379,1461,1
379,564,1
379,44933,1
381,591,4
381,4196,1
381,31857,1
381,1398,1
381,2921,1
381,3344,1
381,413,1
381,1085,1
381,3493,1
381,1271,1
382,1207,1
384,182,1
384,4650,1
384,7713,1
385,1133,1
385,574,1
385,267,1
387,54897,4
387,57015,3
387,6520,1
387,1162,1
387,23689,1
387,773,1
387,5111,1
387,15531,1
387,3554,1
387,3952,1
389,249,1
389,1104,1
390,8082,1
390,336,1
391,57,2
391,381,1
391,1085,1
391,483,1
391,3436,1
391,13171,1
391,16761,1
392,419,3
392,16732,2
392,610,2
392,3715,2
392,3633,2
392,29,2
392,4270,2
392,539,1
392,11458,1
392,330,1
393,1675,2
393,1061,2
393,1462,1
393,499,1
393,111192,1
394,472,1
394,18068,1
395,12586,4
395,4068,2
395,1075,2
395,12039,1
395,142,1
395,3438,1
395,14975,1
395,731,1
395,13723,1
395,65647,1
396,9,5
396,7162,3
396,400,2
396,5801,2
396,92,2
396,12,2
396,11,1
396,26,1
396,27861,1
396,54,1
397,510,1
397,9,1
399,58509,2
399,418,2
399,102330,2
399,106809,1
399,4453,1
399,35313,1
399,9115,1
399,86016,1
399,98930,1
399,116765,1
400,396,2
400,12200,2
400,16767,2
400,8507,2
400,11451,1
400,16773,1
400,132248,1
400,554,1
400,1591,1
400,11012,1
401,33327,14
401,104314,6
401,49865,4
401,1474,4
401,14634,3
401,564,3
401,15001,3
401,102343,2
401,23390,2
401,66265,2
405,773,2
405,912,1
405,85173,1
405,5767,1
405,959,1
405,1,1
405,199,1
405,3257,1
405,574,1
405,958,1
406,11558,1
406,24098,1
406,15805,1
406,635,1
406,5293,1
406,544,1
407,1162,3
407,24705,3
407,13729,2
407,170,2
407,12309,2
407,28,2
407,48621,2
407,13171,2
407,21286,2
407,56805,2
409,559,1
409,1432,1
409,3633,1
409,25810,1
409,3509,1
409,1397,1
409,4945,1
409,3904,1
410,3565,3
410,888,1
410,4149,1
410,136,1
410,16,1
410,1154,1
410,3214,1
411,10386,11
411,102,7
411,37,5
411,320,4
411,1978,3
411,2923,3
411,157,3
411,190,3
411,610,2
411,17018,2
413,2570,3
413,1398,2
413,160,1
413,28226,1
413,381,1
413,85,1
413,17,1
413,31,1
413,838,1
413,18361,1
414,101,3
414,1526,1
414,411,1
414,329,1
414,429,1
414,956,1
414,24825,1
414,1978,1
414,3474,1
414,8,1
416,656,2
416,3868,2
416,658,1
416,1672,1
416,3285,1
416,7482,1
416,648,1
418,1859,5
418,4,4
418,10,3
418,5158,3
418,4623,2
418,1893,2
418,16739,2
418,3713,2
418,52043,2
418,16692,2
419,1156,3
419,2895,3
419,392,3
419,6888,3
419,28393,2
419,610,2
419,1469,2
419,1009,1
419,3727,1
419,3329,1
420,4354,3
420,28,3
420,475,2
420,3776,2
420,54,2
420,21286,2
420,347,1
420,1859,1
420,1662,1
420,689,1
421,862,4
421,26769,3
421,16,2
421,1690,1
421,16019,1
